# x_1,x_2,Class_label
3.85427437e+02,7.59452050e+01,1
2.24647763e+02,-5.94521617e+02,2
3.16679094e+02,-5.76059744e+02,2
-2.86300860e+02,2.01041428e+02,0
3.23999629e+02,5.30349278e+01,1
-2.87487498e+02,1.57425712e+02,0
3.41967248e+02,-4.96069040e+01,1
4.34655113e+02,-5.65994198e+02,2
2.73944074e+02,-5.84967666e+02,2
-2.83926845e+02,1.45860950e+02,0
3.69157003e+02,-5.98091524e+02,2
3.08596866e+02,1.51974202e+02,1
-2.77342546e+02,1.70024054e+02,0
3.24534897e+02,1.51974504e+02,1
3.54178178e+02,-5.72426840e+02,2
3.41817173e+02,1.33307097e+01,1
3.59456417e+02,9.48173303e+01,1
4.49153579e+02,-5.64344635e+02,2
3.32747968e+02,-5.86494689e+02,1
4.35383935e+02,-5.80742866e+02,2
3.95805565e+02,1.21278828e+01,1
-2.82450774e+02,1.85221215e+02,0
3.16130993e+02,9.35951232e+01,1
3.98214371e+02,-5.98740418e+02,2
-2.15092604e+02,9.21431658e+01,0
-2.80870812e+02,1.59816546e+02,0
-2.66649138e+02,1.68983403e+02,0
-2.23531520e+02,1.00927984e+02,0
2.60399701e+02,-6.12832483e+02,2
-1.93290561e+02,6.23744317e+01,0
3.55964678e+02,-5.89148063e+02,2
-2.03051721e+02,1.11083087e+02,0
3.07116638e+02,-6.04289198e+02,2
-2.28819571e+02,8.15142534e+01,0
-2.26135891e+02,1.30397659e+02,0
-2.23400540e+02,1.48874591e+02,0
3.74292652e+02,-5.89686908e+02,2
-2.01687864e+02,1.50305924e+02,0
3.49740536e+02,1.42493436e+02,1
-1.94133725e+02,1.27956347e+02,0
-2.07430008e+02,1.45982922e+02,0
3.01520154e+02,-5.87407645e+02,2
4.13625332e+02,-5.88196883e+02,2
2.47184484e+02,-5.99929342e+02,2
2.92115416e+02,-6.02353441e+02,2
2.90083111e+02,5.19944345e+01,1
-1.64530621e+02,1.25671446e+02,0
-2.34987956e+02,1.86481026e+02,0
3.82260087e+02,1.61183918e+02,1
3.37214397e+02,-5.99751378e+02,2
-2.63961675e+02,8.71985005e+01,0
3.72220420e+02,-5.87679992e+02,2
3.75567412e+02,1.64793740e+02,1
3.81200792e+02,5.52919855e+01,0
3.83817361e+02,-5.86263271e+02,2
-1.98969510e+02,1.16885873e+02,0
3.80213495e+02,-2.95230296e+01,1
4.38455387e+02,-5.86293723e+02,2
-2.10101817e+02,1.30257859e+02,0
3.93310331e+02,8.24605797e+01,1
3.43791699e+02,6.60406579e+01,1
3.14022816e+02,-5.78576435e+02,2
3.29118941e+02,3.24842892e+01,1
3.39190817e+02,2.01561681e+02,1
-3.27245606e+02,1.67790578e+02,0
-2.09963520e+02,1.44109648e+02,0
3.23716296e+02,-6.21634769e+02,2
3.16509564e+02,3.27340348e+02,1
-2.55816212e+02,1.45992030e+02,0
3.50747314e+02,1.20398401e+02,1
3.90397309e+02,7.37444500e+01,1
3.34268233e+02,1.77743860e+02,1
4.00779631e+02,5.54375816e+01,1
-2.15525511e+02,1.27607832e+02,0
-1.64095240e+02,1.30164278e+02,0
3.73382633e+02,1.37145405e+02,1
3.94899328e+02,-5.77151100e+02,2
3.82613350e+02,-6.19696793e+02,2
3.03556344e+02,2.60080823e+02,1
3.42516869e+02,1.27779600e+02,1
-2.24364363e+02,1.08559366e+02,0
3.03594285e+02,-6.08948442e+02,2
2.54533094e+02,-5.98825547e+02,2
-2.67876088e+02,1.20598043e+02,0
3.26483200e+02,1.67364024e+02,1
3.85335040e+02,-3.54255034e+01,1
-1.67900010e+02,1.87742928e+02,0
3.36126848e+02,1.83516217e+02,1
2.76396925e+02,-5.83687941e+02,2
-2.02390372e+02,1.13337020e+02,0
-2.34285305e+02,9.05434083e+01,0
-1.95496794e+02,1.24190076e+02,0
-2.51547005e+02,1.28397719e+02,0
3.38730919e+02,4.96582299e+01,1
3.72442158e+02,-5.92865274e+02,2
3.34099926e+02,1.16665599e+02,1
3.46197074e+02,7.81833422e+01,1
3.80184306e+02,1.41335104e+02,1
