# x_1,x_2,Class_label
-0.0659209819,0.0375438844,1
0.29849205,0.132889666,1
0.765468551,0.053959038,0
0.120596078,0.622515371,0
-0.0908611678,-0.0357166898,1
-0.341763546,0.963848973,0
-0.415716406,1.26982016,0
2.15119688,-0.142163866,1
-0.580879144,1.13716747,0
0.505614114,0.250926375,0
0.014853972,-0.0855617611,1
0.0703767592,0.170244643,1
0.840672562,-0.234362421,1
0.0477346805,1.10955699,0
-0.801034083,0.700744345,0
0.523627689,0.793386213,0
-0.768805674,0.116041086,0
-0.662220642,0.707949357,0
0.0336977007,1.06887982,0
1.51251671,-0.499976177,1
-1.18893093,0.672374719,0
-1.03232394,0.45170922,0
0.257708046,0.458371036,0
1.56544393,-0.390392256,1
0.089330753,-0.16359812,1
-0.890913545,-0.084178147,0
1.30406003,0.190208957,0
0.379193461,-0.690776316,1
-0.887601397,0.633185653,0
-0.287538819,0.902724043,0
0.0358136073,0.364127584,1
0.272251683,0.590190137,0
0.433872093,-0.146843788,1
0.620166883,-0.0520133058,0
0.532202317,1.04215321,0
0.333143787,0.917152331,0
-0.106242092,-0.238262894,1
1.84677471,-0.219738553,1
-1.07234054,0.007439087,0
2.26252689,-0.141036928,1
0.980149207,-0.927961468,1
0.192789879,0.878685917,0
0.415550308,-0.243786193,1
1.03967805,-0.615087352,1
1.56277075,-0.224705419,1
1.30807038,-0.55840465,1
1.95829252,0.468086056,1
-0.110754515,1.15192048,0
1.73118247,-0.371465012,1
0.10300453,0.850260192,0
1.36059235,-0.403752726,1
1.22494256,-0.177070894,1
-1.04821468,-0.136655812,0
-0.544079538,1.10700512,0
-1.12914449,0.369409889,0
0.554522549,1.04867535,0
-0.0373769502,0.0940840559,1
0.599113376,0.943308864,0
-1.08486128,-0.239122673,0
0.809245025,-0.724531531,1
0.465756467,0.875437509,0
1.02044038,0.951507254,0
1.74474142,-0.305023678,1
1.74825196,-0.143771826,1
0.350834114,1.41194052,0
0.394878365,-0.137323026,1
1.95375077,0.327110646,1
-0.738897629,0.0213969029,0
0.431418056,0.133604021,1
1.0070552,-0.0832431579,0
1.95934009,0.287805469,1
-0.224558295,0.936518436,0
1.31393139,0.28293286,0
2.21544663,-0.0124192644,1
0.958348275,0.246471959,0
0.324690531,-0.275501837,1
1.36060426,-0.550708498,1
0.985682898,-0.636369698,1
1.20009007,-0.494378181,1
-0.000814225835,1.1792867,0
0.346995594,1.16325842,0
1.296113,-0.336237302,1
1.68834135,-0.0847461174,1
0.0298117071,0.728938275,0
0.125755288,-0.178799316,1
-0.936352704,0.53140799,0
-0.373300229,0.849183483,0
-0.915043713,0.219339355,0
0.789082022,0.0629264253,0
-0.70250687,0.00956540174,0
1.58672702,0.42389986,1
1.0536869,0.53004676,0
-0.774117572,0.589100402,0
-0.584170671,1.01929365,0
0.139130003,1.01676313,0
0.934952253,-0.389985852,1
-0.272360428,0.527444583,1
0.975355331,-0.57471554,1
0.749198021,1.09902967,0
-0.302285466,0.926918421,0
0.577593185,-0.198761557,1
1.44572063,-0.321472161,1
0.0141944745,0.0226860804,1
0.33421832,0.716299943,1
0.0726309731,1.18775584,0
0.815057343,0.678508587,0
-0.736162742,0.0673802678,0
0.622442001,-0.184062356,1
0.782344599,0.89843433,0
0.948696098,-0.558106551,1
0.586369104,0.594610654,0
-0.901854938,0.0679566329,0
0.710289142,0.72173182,0
1.13774147,0.425520364,0
1.14006233,0.102089326,0
0.793275166,-0.376773772,1
0.565378968,-0.451917396,1
1.74460176,-0.195987603,1
1.30535475,-0.267291353,1
-0.142944616,0.403338528,1
0.850803727,-0.738224135,1
0.890772978,0.309639984,0
1.8708345,0.0892488317,1
1.13389039,-0.62133144,1
1.49337518,-0.626335867,1
1.62787248,-0.732220328,1
1.11632195,-0.132438317,1
0.16913982,-0.496122485,1
-0.935890765,0.486911525,0
0.504368319,0.995233944,0
-0.171081247,-0.195389907,1
0.0167991018,1.14943054,0
1.94969386,-0.0601638892,1
0.114235735,-0.659818014,1
1.15418104,0.00599813459,0
-0.109779845,0.645878641,0
0.177888679,0.208529496,1
1.96315798,-0.535146888,1
0.964749493,-0.585437919,1
-0.800058763,0.697444686,0
0.79208815,0.441083832,0
0.159649837,0.254552195,1
0.733864863,0.579324826,0
-0.0618182784,-0.335877525,1
0.478530453,-0.137599215,1
0.228199477,-0.284310576,1
-0.902938048,0.718902127,0
0.344695032,0.840982678,0
-1.42350092,0.469187308,0
0.0404978081,0.0227632889,1
1.53652057,0.281640256,0
0.616706836,-0.338477742,1
-0.235739828,0.90420111,0
1.06910709,-0.450362453,1
0.063129968,0.186078311,1
-0.857732073,0.142209805,0
0.144300649,0.520413242,1
-0.960243021,0.0962205068,0
0.474698084,0.798470962,0
1.37164076,-0.596477386,1
0.238477849,-0.049690679,1
0.58928952,0.971470978,0
-1.22673874,0.331129382,0
-0.819644677,0.833746927,0
0.473459264,0.856754826,0
-1.3445847,0.551980643,0
0.251184214,0.983201451,0
1.02169254,0.0877187485,0
-1.01107966,0.564355963,0
0.60235267,0.946433379,0
2.12405913,-0.254037523,1
1.33167634,-0.549945165,1
0.575022901,0.792211464,0
2.01343821,0.23863868,1
1.17627923,-0.679918857,1
0.173924285,0.892755763,0
-1.03329091,-0.212813095,0
0.318497422,0.595148994,0
0.469693526,-0.619790532,1
2.26095807,0.568497189,1
2.18898977,-0.284929574,1
-1.10868062,0.732334645,0
1.36687784,-0.317371498,1
0.632660861,-0.485754401,1
1.52627102,-0.193643117,1
0.590814494,0.990875791,0
0.122880099,1.02195706,0
1.618132,0.288999484,1
-0.967731388,0.27221827,0
0.102665501,0.935815564,0
-0.925170588,1.0636072,0
0.58345552,-0.454694993,1
1.49817921,-0.574010698,1
1.57938637,-0.637073753,1
1.99596994,-0.279400723,1
0.78451094,0.0475507643,0
1.99515844,-0.0612276523,1
0.681514609,0.4856839,0
0.169650968,0.673234955,1
0.612985115,0.265430761,0
0.110181069,-0.235407997,1
-1.05346705,-0.111633865,0
1.25128767,-0.512126877,1
-0.997045734,0.242408635,0
2.1642584,0.0692110492,1
0.134551971,0.163523897,1
0.501557633,-0.350183208,1
-0.350881407,1.13929965,0
1.10302124,0.208532858,0
0.224808764,0.703672841,0
1.87024606,0.182370615,1
-0.765689926,0.810490835,0
0.681547579,0.34926294,0
-0.497696801,0.618043305,0
1.84499622,-0.1318219,1
0.319336439,0.702829999,0
1.05019074,0.742013968,0
-1.05726854,0.530610281,0
0.907628644,-0.0537116777,1
0.555474106,0.960842251,0
1.94684727,0.588105727,1
0.642151891,-0.389008172,1
0.509683291,0.914845559,0
2.13178529,0.314546426,1
-0.916141089,0.95582593,0
1.42703951,-0.288049798,1
-0.810641477,0.253134113,0
-0.0418429231,0.0739922149,1
2.05393139,0.407215323,1
-0.128728354,0.986143392,0
1.46921698,-0.354695481,1
2.14166973,0.30866336,1
1.00477504,0.482750915,0
-1.18735798,0.336557931,0
-0.148044229,1.37510581,0
0.231731899,1.35203938,0
1.29807811,0.0627828311,1
1.87756919,0.214405139,1
-1.09818101,-0.386000585,0
1.70417634,-0.596724815,1
1.72132303,0.0648484984,1
-0.941444026,0.0856140409,0
2.15642675,0.381356534,1
-0.67782229,0.815705607,0
1.73644697,-0.0815487458,1
0.160714701,0.246427436,1
1.60887152,-0.100393623,1
1.53111817,-0.193071697,1
0.948455388,-0.454005823,1
1.44752899,-0.496941265,1
-0.303080961,1.04685169,0
2.02355148,-0.106781499,1
0.948205168,-0.347690434,1
-0.0498343567,0.374630884,1
-0.706658168,1.04692301,0
-0.389579723,-0.0243696399,1
1.83320362,0.0377886101,1
-0.931547837,0.383590494,0
0.0769725862,-0.599803638,1
-0.752146945,-0.465988137,0
0.534771979,-0.601287667,1
1.38097084,-0.517689456,1
1.81015298,-0.167320218,1
0.3428848,-0.0538988552,1
1.08599702,0.361185789,0
0.619693015,0.628325427,0
1.49676526,-0.341073411,1
2.09664264,0.698301123,1
-0.28493879,0.327465313,1
0.352783174,0.903576659,0
0.367294606,-0.268769311,1
-0.800378985,0.585094683,0
0.872665314,-0.68484974,1
0.98034332,0.503563707,0
2.23193774,-0.289875099,1
-0.250346398,0.860394191,0
1.65803744,-0.497320758,1
-1.18314287,-0.263090001,0
1.60810798,-0.02460801,1
1.08361872,-0.72778598,1
-0.592603578,1.39945102,0
-0.869598474,0.990922407,0
0.842559822,-0.261037844,1
2.02156483,0.794749744,1
1.41904072,0.192736427,0
-0.81434998,0.939759898,0
1.22491511,-0.842941484,1
1.11240128,-0.495507986,1
0.0054752867,0.110084987,1
0.821740413,0.701234544,0
-0.164397476,1.03530258,0
1.9326178,0.745918148,1
0.685535605,-0.133687542,1
0.784933801,0.179251336,0
0.994101659,0.757915499,0
0.539824798,0.743278677,0
0.340331689,-0.522390902,1
-0.763506303,0.93997193,0
1.94910953,0.965815299,1
-0.467418317,1.18496664,0
1.21071876,-0.311356028,1
1.61171189,-0.408388265,1
-1.01708323,0.264338486,0
0.513022926,-0.406679674,1
-0.0340697864,-0.262847087,1
0.514220815,0.994331535,0
-0.156806101,1.21732547,0
1.76449935,-0.557074229,1
0.205687215,-0.53457009,1
-0.0895133118,0.657150854,0
-0.754916555,0.919597366,0
-0.404350505,1.41736364,0
-0.731168292,0.442244955,0
0.450128737,-0.394559776,1
0.643105749,0.818573332,0
1.83362023,0.757907104,1
2.01599119,0.0751817961,1
0.8532074,-0.433748221,1
0.519354165,-0.48628834,1
