# x_1,x_2,Class_label
4.15081927e-01,-3.63187674e-01,1
1.07707997e+00,6.36207420e-01,0
-2.64906213e-01,1.08156946e+00,0
-1.14316603e-01,4.64467143e-01,1
9.46807763e-01,-3.69907475e-02,0
7.62614060e-02,2.48984813e-01,1
-1.12381936e+00,-7.30533244e-02,0
8.64185588e-01,-6.85673831e-01,1
1.50887255e+00,-3.74988826e-01,1
3.04765830e-01,-2.41923060e-01,1
7.54457437e-01,1.18889505e-01,0
1.30515288e+00,7.44098598e-02,0
2.06782647e+00,3.74858293e-01,1
1.03799885e+00,-5.57970973e-01,1
2.44923426e-01,-4.71463186e-01,1
2.17893435e+00,3.63524447e-02,1
-4.66380321e-01,5.11840838e-01,0
1.88488611e+00,-6.73156336e-01,1
7.90726781e-01,5.54635007e-01,0
1.74647684e+00,3.09319556e-01,1
2.09811314e+00,2.06195059e-01,1
-1.31508219e-01,9.52932359e-01,0
-1.00690451e+00,3.50693426e-03,0
-9.56552440e-01,7.88553253e-01,0
1.21154415e+00,3.13389687e-01,0
-1.63828729e-01,9.90480485e-01,0
1.51357300e+00,-4.37711209e-01,1
-9.55126292e-01,-1.23841065e-02,0
2.29058263e-01,-1.77828172e-01,1
-7.39627956e-01,4.68484677e-01,0
4.48693391e-01,-1.96801699e-01,1
-6.13444787e-02,-1.89063421e-01,1
-8.73399005e-01,7.02832689e-01,0
-6.35415795e-01,7.97346740e-01,0
-3.44676962e-01,1.74861330e-01,1
8.04600235e-01,-1.09446594e-01,1
1.92129451e-01,2.83381080e-01,1
-8.84009060e-01,3.34079067e-01,0
1.90105752e-02,-5.34428485e-02,1
5.98882645e-01,-5.38308191e-01,1
1.87166153e+00,-1.20931703e-01,1
-1.36227211e-01,1.79330559e-01,1
9.50942785e-01,6.31787639e-01,0
9.24111110e-01,9.17022842e-01,0
-2.13922689e-01,6.95541575e-01,0
1.01156121e-01,7.90915381e-01,0
-6.08787321e-01,8.07893026e-01,0
1.20841273e+00,-6.14588486e-01,1
1.96354870e+00,3.71514216e-02,1
7.70325540e-02,8.34665334e-01,0
-1.00512740e-01,8.02051439e-01,0
2.05278307e+00,-1.66096665e-01,1
2.47748611e-02,7.76183591e-01,0
-5.33995620e-01,8.27303010e-01,0
