# x_1,x_2,Class_label
6.68817369e-01,-6.35700401e-01,1
-6.71769335e-01,2.98524812e-01,0
-7.64296102e-01,4.98512363e-01,0
-5.55097530e-01,1.00373878e+00,0
4.36019470e-01,2.64900878e-01,1
7.33328206e-01,9.03045174e-01,0
1.62833180e+00,-3.59470478e-01,1
1.65449410e+00,3.21498702e-01,1
1.97304496e-01,6.56503417e-01,0
1.99596575e+00,7.87523478e-02,1
1.03407684e+00,-5.30489181e-01,1
-3.79944512e-02,2.01113720e-01,1
1.59480032e+00,-3.79057120e-01,1
1.60237718e+00,1.08944721e-01,1
-9.86132291e-01,6.67722155e-01,0
1.27974103e+00,-1.99197530e-01,1
-1.30266247e+00,-5.57691400e-02,0
-5.05937719e-01,1.11485459e+00,0
3.26960842e-01,-2.62872632e-01,1
2.06195125e+00,3.44965411e-02,1
-3.50701987e-01,2.62153365e-01,0
1.50971350e-01,1.76741791e-01,1
1.42884780e+00,-3.14985356e-01,1
-1.07161518e-01,5.71406670e-01,1
4.05361927e-01,-4.08866717e-01,1
-6.02698669e-02,1.57366045e-01,1
9.39169241e-01,-4.75873314e-01,1
-1.53429463e-01,-8.82881247e-02,1
1.97969740e+00,5.30502773e-01,1
8.03022131e-01,-3.20578884e-01,1
1.92112237e+00,2.44266941e-01,1
1.12466294e+00,3.21092747e-01,0
3.63814337e-01,-3.84562279e-01,1
5.07187539e-01,-2.05353294e-01,1
2.01309872e+00,1.15108380e-01,1
9.85739548e-01,5.04696603e-01,0
1.60961443e+00,-4.38660172e-02,1
-2.14643701e-01,3.04181210e-02,1
1.85711834e+00,6.85815856e-01,1
-3.24653852e-02,1.30583916e+00,0
-8.51947911e-01,1.00552051e+00,0
2.22999612e+00,3.60300316e-01,1
1.84787747e+00,6.45454479e-02,1
-6.75196536e-02,1.27017771e+00,0
-2.25366580e-02,8.59036824e-01,0
2.68830404e-01,-2.50910865e-01,1
4.08965251e-01,8.01914165e-01,0
1.17937729e+00,2.20188527e-01,0
2.04886868e+00,-1.70646780e-01,1
1.99541730e-01,1.96748334e-02,1
1.45866007e+00,1.25010000e-02,1
4.51124371e-01,5.67525297e-01,0
6.80779647e-01,5.26190675e-01,0
1.35992657e-01,-3.14176934e-01,1
6.13465702e-01,9.73500870e-01,0
5.90984222e-01,-2.16815328e-01,1
-3.98886655e-01,8.19746447e-01,0
7.84644094e-01,-9.17000056e-01,1
-9.47962309e-01,-1.75138458e-01,0
1.54940003e+00,-1.09166067e-01,1
1.85522522e+00,-5.49455255e-01,1
-1.03142533e+00,6.25906421e-01,0
1.85227461e+00,-3.19083533e-02,1
-8.48004378e-01,3.83849253e-01,0
-6.11460275e-01,6.22877195e-01,0
7.77793215e-03,6.07461788e-01,0
6.90302562e-01,-4.22915542e-01,1
-7.23129766e-01,3.60536493e-01,0
-1.08355152e+00,9.20910942e-01,0
-7.87140275e-01,3.91897974e-01,0
5.51221641e-01,5.92840881e-01,0
1.90379573e+00,3.94561641e-01,1
1.09939652e+00,-4.54923035e-01,1
-1.02428567e+00,2.40343157e-01,0
-5.37755757e-01,8.23869934e-01,0
1.32139709e+00,-2.59334344e-01,1
9.67998685e-01,4.25906886e-01,0
2.16601558e-01,7.08410690e-01,0
9.28490683e-01,4.53668936e-01,0
9.44876195e-01,7.33839550e-01,0
1.23467701e+00,4.20305777e-01,0
2.26051006e-01,1.93894628e-01,1
1.71048013e+00,2.66146710e-01,1
9.75332752e-01,-3.15080590e-01,1
4.86748373e-01,9.20719366e-01,0
-8.26805973e-01,1.34484176e-01,0
1.38054185e-01,-3.90897179e-01,1
2.29482499e+00,2.74191722e-01,1
7.37226402e-01,-3.41509334e-01,1
1.49940232e+00,-5.13866963e-01,1
-2.08704122e-02,7.42496845e-01,0
1.86461060e+00,-6.93648371e-02,1
-5.60208772e-02,7.35546680e-01,0
3.97287993e-01,5.51437648e-01,1
1.89672704e-01,-4.06234957e-02,1
9.38910921e-01,3.65003479e-01,0
-1.11382999e+00,8.33641180e-01,0
-6.45410546e-02,9.37417991e-02,1
-7.67358523e-01,1.47871773e-01,0
1.25960802e-01,7.77419391e-01,0
3.14289723e-01,-3.75297624e-01,1
9.86165330e-01,-6.30074315e-03,0
1.53404211e+00,-2.16887933e-01,1
8.51503547e-01,1.45082547e-01,0
6.67353114e-02,-2.45627450e-01,1
8.78605919e-01,-1.95481882e-01,0
8.53118986e-01,3.46439345e-01,0
1.93884437e+00,4.30070966e-01,1
1.11384756e+00,9.67555718e-01,0
8.90619543e-01,1.24928748e-01,0
-6.80849766e-01,4.01475441e-01,0
4.59254049e-01,-6.72631205e-01,1
2.17767392e+00,-1.91817780e-02,1
-5.21042825e-01,5.98728146e-01,0
5.86749947e-01,1.18839444e+00,0
1.10113131e+00,-1.57520686e-01,0
1.12147810e+00,-5.06308256e-02,0
-8.55829623e-03,2.22920503e-01,1
-9.88828217e-01,1.68294554e-01,0
2.40719443e+00,8.13666480e-01,1
-6.33386949e-01,9.43551924e-01,0
-3.40024236e-01,5.72226064e-01,0
2.13990835e+00,5.26783721e-01,1
3.35412048e-02,1.12098845e+00,0
7.95929545e-01,-5.58564910e-01,1
1.00050141e+00,-5.31742647e-01,1
2.24636925e-01,1.24693302e+00,0
1.13344764e+00,-6.50047032e-01,1
6.66422789e-01,4.41557812e-01,0
3.36213232e-01,-4.08266603e-01,1
-8.39874324e-01,4.10133327e-01,0
2.66770315e-01,4.61379466e-01,1
1.01919863e+00,4.85387283e-02,0
