# x_1,x_2,Class_label
5.29629465e-01,1.66912841e-01,1
1.86927599e-01,-5.38631735e-01,1
-9.51468972e-01,-5.44722324e-01,0
8.81367570e-01,3.98249985e-01,0
-9.17751096e-01,-1.39970819e-01,0
-5.40717914e-01,9.24643010e-01,0
3.60977653e-01,9.68011418e-01,0
-8.50417280e-01,4.39591907e-01,0
-2.67610932e-01,-5.25324118e-01,1
1.00105567e+00,3.63356220e-01,0
2.34277182e-01,-5.35404353e-01,1
-7.77795738e-01,-3.31321915e-01,0
5.22145393e-01,-3.20062471e-01,1
9.20206699e-01,5.60440904e-01,0
7.20498473e-01,-5.59033046e-01,0
-5.70727120e-01,-1.26301913e-01,1
-9.76868703e-01,-9.26467373e-02,0
-4.25125616e-01,3.04609129e-01,1
6.78547942e-01,-4.45625445e-02,1
9.98908049e-01,-6.79835780e-02,0
5.83752919e-01,-2.38282008e-01,1
4.25411169e-01,8.70254953e-01,0
6.67826696e-01,1.00411206e+00,0
2.07914231e-01,-4.79310783e-01,1
-2.88635132e-01,9.56031104e-01,0
-7.10773680e-02,5.21662310e-01,1
2.19980068e-01,-1.00834928e+00,0
-9.55648606e-01,-3.81826720e-01,0
-9.17910337e-01,4.78995707e-01,0
5.83210997e-01,2.24393294e-01,1
3.51529730e-01,-4.02847394e-01,1
-1.11933530e+00,-6.12945401e-02,0
-3.32688435e-01,-8.71587468e-01,0
-6.23879328e-01,-4.90892907e-02,1
-9.98893510e-01,-8.98538009e-02,0
-6.64003312e-01,8.10389539e-01,0
9.58321250e-01,1.08151813e-01,0
6.81719626e-01,8.17860819e-01,0
-4.90912814e-01,-7.00681419e-01,0
9.43403714e-01,4.33485065e-01,0
1.39355964e-01,9.80008661e-01,0
-1.49419794e-02,1.10512636e+00,0
-2.78625310e-02,6.41627069e-01,1
2.22177983e-01,5.05831631e-01,1
-7.70645829e-01,5.09893330e-01,0
2.02327486e-01,-8.95735019e-01,0
-9.66202195e-01,5.67559223e-01,0
-5.14650909e-01,-9.01274686e-02,1
-7.65900118e-02,4.57524925e-01,1
-1.00823676e+00,2.99687827e-01,0
-3.20337006e-01,5.35146894e-01,1
-5.18899837e-01,2.15187116e-01,1
5.93365935e-01,2.91778998e-02,1
-7.80459280e-01,2.01045237e-01,1
-8.74460348e-01,5.47643981e-01,0
-5.02110693e-01,1.54295499e-01,1
2.42812864e-01,1.00809018e+00,0
1.07803710e+00,-1.76417357e-01,0
-3.17263603e-02,-9.32777076e-01,0
-6.45859553e-01,7.01990399e-01,0
-4.82665656e-01,2.53927762e-01,1
-5.94860084e-01,7.56701885e-03,1
6.13880645e-01,6.87073359e-01,0
5.52612721e-01,5.49485322e-01,1
-3.13007590e-01,-4.55521310e-01,1
-2.22471166e-01,6.35326607e-01,1
1.00742512e+00,-1.36273695e-01,0
-4.54052544e-01,3.90123740e-01,1
1.05585048e+00,2.13073592e-01,0
-4.74946251e-01,7.29713165e-01,0
6.99919179e-01,1.94152352e-01,1
2.74702809e-01,8.66489284e-01,0
-1.26638044e-01,5.75040181e-01,1
-2.72396957e-01,-5.08993063e-01,1
4.09429875e-01,-8.78168499e-01,0
9.08492542e-01,-2.10137224e-01,0
3.30346470e-01,6.45759048e-02,1
1.18144806e+00,9.87429005e-02,0
4.08896197e-01,-4.95634737e-01,1
-3.05139351e-01,-9.78825244e-01,0
-5.53698614e-01,-2.81425759e-01,1
9.34080534e-01,-3.16266452e-01,0
-5.39938481e-02,-9.94813408e-01,0
1.19782696e+00,2.37517019e-01,0
-2.06815633e-01,-9.68631818e-01,0
-6.72117863e-01,4.88127432e-02,1
9.17598420e-01,6.27950122e-01,0
-1.82696396e-01,7.01537197e-01,1
5.83315910e-01,-3.69019130e-01,1
-3.49107830e-01,-8.37023390e-01,0
-1.17012426e-01,-8.61571551e-01,0
-2.44820533e-01,-9.99160352e-01,0
5.49204839e-01,-3.08636670e-01,1
-9.30012873e-01,1.65561841e-01,0
-9.63769040e-03,6.78740740e-01,1
1.80139110e-01,1.04470680e+00,0
-4.09591902e-01,5.22112461e-01,1
1.73876111e-01,-4.57624228e-01,1
-9.48301930e-02,6.18481680e-01,1
5.49401348e-01,8.94498636e-01,0
2.93302653e-01,-5.97780820e-01,1
3.38369596e-01,4.92244112e-01,1
-2.54788247e-01,9.20991888e-01,0
-9.38437517e-01,1.42040941e-01,0
3.27678666e-01,9.92552250e-01,0
5.03037749e-01,-5.27031100e-02,1
4.24435903e-01,-2.10978668e-01,1
-2.31960016e-01,7.19263909e-01,1
7.89933377e-01,-1.78376209e-02,1
7.71644516e-01,2.26493586e-01,1
-7.08953066e-01,6.57807865e-01,0
2.82276789e-01,-9.42360915e-01,0
-7.49087749e-01,6.06244465e-01,0
-6.09175449e-02,7.04935444e-01,1
9.44769445e-01,3.23234534e-01,0
-4.22582638e-01,5.13842625e-01,1
3.57715401e-01,3.08334485e-01,1
2.27280618e-01,-6.78908582e-01,1
-7.12389937e-01,5.17618382e-01,0
6.89621097e-01,6.52305717e-01,0
-8.45183637e-01,2.84895915e-02,0
8.23849659e-01,-5.24419699e-01,0
-1.94723111e-01,-1.04842384e+00,0
6.20581622e-01,4.35384145e-01,1
6.28824620e-01,-7.30634492e-01,0
1.81666006e-01,6.50603902e-01,1
4.81393403e-01,-6.92120706e-01,0
3.90504382e-01,1.65219120e-01,1
9.04513881e-01,1.91184642e-01,0
2.10787706e-01,9.56107570e-01,0
-8.33567266e-01,2.74996018e-01,0
-4.94209037e-01,9.99489216e-01,0
-5.34640412e-01,-2.10743565e-01,1
1.05279927e+00,4.58688283e-01,0
-7.07224466e-01,6.31992169e-01,0
-6.38840883e-01,1.00810118e+00,0
1.12579591e-01,5.95209674e-01,1
-8.03234089e-01,5.57915228e-01,0
1.21305237e-01,-6.42009658e-01,1
5.23633282e-01,2.76413279e-01,1
-2.29514868e-01,-6.10476722e-01,1
-6.25688870e-01,-8.20206118e-01,0
4.95915874e-01,7.34188969e-02,1
-4.75161259e-01,2.78301388e-01,1
-1.14187006e+00,-6.06686534e-02,0
6.66491702e-01,5.65495566e-02,1
3.33650964e-01,-6.21390358e-01,1
2.81202236e-01,-5.19143756e-01,1
7.09689369e-02,7.66187545e-01,1
6.63877234e-01,7.20414927e-02,1
-5.95443616e-01,5.54842279e-02,1
4.92624163e-01,4.10416739e-01,1
9.67458882e-01,3.53858873e-01,0
3.72891765e-01,-8.38536247e-01,0
7.18216461e-01,-7.87663589e-01,0
-6.21669761e-01,6.84642215e-01,0
-2.74274821e-01,5.35854362e-01,1
3.33859952e-01,-4.03018525e-01,1
7.38573974e-01,-1.62006451e-01,1
-2.00098121e-01,-5.04461182e-01,1
3.04217100e-01,1.09234846e+00,0
-1.04939966e+00,2.76854600e-01,0
2.97197357e-02,-6.22510971e-01,1
-7.96794304e-01,-4.82504518e-01,0
-4.33301029e-01,4.38680582e-01,1
-5.90869403e-01,-8.43960805e-01,0
-2.69411240e-02,-9.75313906e-01,0
-3.89651971e-01,-2.28248022e-01,1
9.58469141e-01,-4.91448812e-01,0
