# x_1,x_2,Class_label
1.49522616e+02,-6.21994905e+02,1
2.34005733e+02,-4.92250628e+02,1
1.61250450e+02,-4.64357682e+02,1
7.08081689e+01,8.34225881e+01,0
1.50251170e+02,-6.08474741e+02,1
1.57213994e+02,-5.44967319e+02,1
4.42265923e+02,-3.80237903e+02,1
3.14201916e+02,-5.01802727e+02,1
2.54111153e+02,-4.91008002e+02,1
1.58058668e+02,-6.07540741e+02,1
2.43305377e+02,-2.39386804e+01,0
8.92708628e+01,-7.06338843e+02,1
3.94540899e+02,-3.82396181e+02,1
9.03573630e+01,6.09030954e+01,0
1.67985934e+02,-5.89610600e+02,1
2.74920671e+02,-4.82321357e+02,1
3.57500961e+02,-9.53678631e+01,0
1.98283997e+02,-5.15386361e+02,1
1.69979709e+02,3.01922721e+01,0
1.54257037e+02,1.93438484e+01,0
1.77247357e+02,1.30736461e+01,0
1.70495222e+02,2.63236208e+01,0
1.27970888e+02,-6.61175303e+02,1
1.52094146e+02,3.17144393e+01,0
2.51246585e+02,-4.98031179e+02,1
1.85843782e+02,-1.78379275e+00,0
2.08291783e+02,2.40518696e+01,0
3.18975396e+02,-4.46766630e+02,1
3.19660557e+02,-6.60337469e+01,0
1.07506865e+02,5.29245329e+01,0
1.32536665e+02,-5.75426113e+02,1
1.76469584e+02,-5.42296497e+02,1
1.48197152e+02,3.38206052e+01,0
1.93367821e+02,-2.64305182e+00,0
9.12718955e+01,5.25831298e+01,0
2.68719614e+02,-5.03524505e+02,1
2.78106399e+02,-4.58933883e+02,1
2.53856561e+02,-4.93551378e+02,1
3.31433058e+02,-8.07750604e+01,0
1.69288117e+02,-5.16459855e+02,1
2.28911151e+02,1.15237171e+01,0
1.73732743e+02,2.23667949e+01,0
3.67914040e+00,1.16459055e+02,0
1.70734618e+02,-4.96834939e+02,1
1.77290888e+02,-5.80472775e+02,1
3.65429703e+02,-3.96021231e+02,1
2.56788850e+02,-4.84683403e+02,1
1.46284880e+02,2.53108713e+01,0
2.33059961e+02,-4.99647585e+02,1
1.20993814e+01,-7.26961527e+02,1
2.69892535e+02,-5.82573983e+01,0
1.96224218e+02,-1.58190951e+01,0
2.14181945e+02,-1.29849532e+01,0
1.87153122e+02,-1.33719448e+01,0
4.97050859e+01,8.88694878e+01,0
9.62675743e+01,6.45898234e+01,0
1.02716672e+02,-6.27054883e+02,1
2.96937601e+02,-4.86288861e+02,1
3.37131718e+02,-4.58290833e+02,1
1.98470084e+02,-5.43083111e+02,1
1.40528902e+02,3.11207564e+01,0
1.87492085e+02,-4.90451051e+02,1
1.91448393e+02,1.38248047e+01,0
1.40948701e+02,-5.92993194e+02,1
2.14584550e+02,-5.29588762e+02,1
1.53803121e+02,1.84242460e+01,0
1.94008097e+02,4.56216237e+00,0
5.13613417e+00,-7.03117737e+02,1
1.01531774e+02,6.21550233e+01,0
2.92467894e+02,-5.00606855e+02,1
2.26616712e+02,-2.62686662e+01,0
1.35357602e+01,-7.28404604e+02,1
9.34083414e+01,-5.73741188e+02,1
2.31638647e+02,-1.03037657e+01,0
1.63920942e+02,-5.74234882e+02,1
2.02568397e+02,9.34923982e-01,0
1.66414566e+02,-5.88841451e+02,1
2.95995081e+02,-4.47701948e+02,1
2.20329194e+02,-3.20327506e+01,0
2.32876821e+02,-1.25984254e+01,0
2.57814893e+02,-2.56421631e+01,0
1.73767344e+02,2.28462043e+01,0
3.24666910e+02,-3.84197703e+02,1
2.28768649e+02,-2.20133823e+01,0
1.47344290e+02,2.82545649e+01,0
2.23909310e+02,-1.72719932e+01,0
2.57731914e+02,-4.30714563e+01,0
3.33343932e+02,-6.03842948e+01,0
2.03999493e+02,-5.04524054e+02,1
2.91574704e+02,-4.71297173e+01,0
1.79896645e+02,-5.31133813e+02,1
1.65297403e+02,1.27644448e+01,0
2.67880264e+02,-3.38327687e+01,0
2.25004983e+02,-4.93116152e+02,1
-8.88826917e-01,-6.65187505e+02,1
1.92459874e+02,-5.80137478e+02,1
1.49845804e+02,-6.66405938e+02,1
2.65236790e+02,-4.75705565e+02,1
8.87530474e+01,-6.00181928e+02,1
6.33840803e+01,-6.07428240e+02,1
8.95080111e+01,-6.20514743e+02,1
1.54960801e+02,-5.06273119e+02,1
1.24423998e+02,5.54808861e+01,0
1.54181644e+02,3.10107065e+01,0
2.34807288e+02,-5.13336378e+02,1
3.27777274e+02,-4.86795290e+02,1
2.56476931e+02,-5.56369400e+02,1
1.98933501e+02,-4.20929497e+02,1
2.45433691e+02,-2.98202595e+01,0
3.73639824e+01,-6.93885845e+02,1
1.11826588e+02,5.64648438e+01,0
3.15562770e+02,-8.34440831e+01,0
3.13263292e+02,-4.39359169e+01,0
1.72537911e+02,-5.44084706e+02,1
1.36866686e+02,-6.06171113e+02,1
2.34853045e+02,-2.98452981e+01,0
2.24075297e+02,-1.19787243e+01,0
4.91295154e+01,-5.44339307e+02,1
1.38005489e+02,-5.98706101e+02,1
2.50351579e+02,-2.29842188e+01,0
2.68492136e+02,-2.89534444e+01,0
3.24189655e+02,-8.28074789e+01,0
2.80167411e+02,-4.59656682e+02,1
1.33561413e+02,3.56760180e+01,0
2.30888711e+02,-1.68940791e+01,0
2.19607860e+02,-1.10123666e+01,0
2.68478239e+02,-4.21216711e+02,1
1.99216287e+02,-5.13279252e+02,1
3.16097883e+02,-4.17922077e+02,1
2.73973718e+02,-4.95003255e+01,0
2.84632660e+02,-4.56693121e+02,1
2.93177672e+02,-4.47506746e+02,1
1.54704838e+02,-5.60635901e+02,1
1.12580053e+02,-6.51853849e+02,1
1.92639663e+02,2.34400203e+01,0
2.60156510e+02,-4.93221249e+02,1
1.42930424e+02,-5.17156068e+02,1
1.23833857e+02,5.83039011e+01,0
1.98424104e+02,9.82913356e+00,0
1.02103303e+02,-5.47572444e+02,1
1.71841914e+02,-5.42640799e+02,1
1.44343515e+02,4.49237132e+01,0
2.18518692e+02,-3.73632399e+00,0
2.05864602e+02,-3.76315016e+00,0
1.20538779e+01,1.04580194e+02,0
7.51659344e+01,-5.58839018e+02,1
3.56778293e+02,-8.26164343e+01,0
7.87051539e+01,-5.99620248e+02,1
1.15916683e+02,4.26549799e+01,0
1.11446920e+02,-5.63536897e+02,1
1.06267434e+02,-6.25035001e+02,1
1.66425329e+02,3.40304552e+01,0
1.75260411e+02,8.91524391e+00,0
2.57332544e+02,-4.56589457e+02,1
2.42699463e+02,-5.68925846e+02,1
8.90406127e+01,5.25473342e+01,0
1.42791724e+02,3.47304346e+01,0
2.75186017e+02,-3.65471754e+01,0
2.01187852e+02,-5.34084799e+02,1
7.18842885e+01,-6.07236635e+02,1
1.75959148e+02,-5.79683907e+02,1
2.13559077e+02,-5.41856891e+02,1
1.74662189e+02,-5.09381326e+02,1
1.57105599e+02,-5.87421494e+02,1
1.94931878e+02,-5.06060807e+02,1
2.30933006e+02,-9.32654601e+00,0
1.65430634e+02,-5.13473918e+02,1
3.09833676e+02,-4.73155142e+02,1
1.24374084e+02,2.10227097e+01,0
2.87256940e+02,-4.93141246e+02,1
3.12308293e+01,9.58437951e+01,0
1.89403627e+02,-5.14148609e+02,1
3.24836047e+02,-3.33766379e+02,1
1.10392154e+02,4.33037527e+01,0
1.10210584e+02,-5.71844473e+02,1
1.54305793e+02,-5.46352806e+02,1
4.67911980e+01,-6.02764233e+02,1
3.25343649e+02,-5.05412239e+01,0
2.08032375e+02,-5.34355571e+02,1
3.63800672e+02,-8.50458280e+01,0
1.61661347e+02,-5.70365716e+02,1
1.94604420e+02,-8.82403317e+00,0
3.74571400e+02,-3.30461778e+02,1
