# x_1,x_2,Class_label
2.07979972e+02,1.13797599e+02,1
2.01873825e+02,1.12816679e+02,1
2.89288746e+02,1.23731058e+02,1
-2.26710805e+02,1.13811584e+02,0
-2.51888545e+02,1.20767405e+02,0
-2.23947181e+02,1.14124501e+02,0
-2.18431129e+02,1.12100328e+02,0
-3.18797201e+02,1.32875206e+02,0
2.04515298e+02,1.13533689e+02,1
-1.96546896e+02,1.09615857e+02,0
-2.62110928e+02,1.21602586e+02,0
1.86196286e+02,1.09955434e+02,1
6.61135610e+01,9.63541655e+01,1
3.13979989e+02,1.27978307e+02,1
-2.26305323e+02,1.13608104e+02,0
2.76799444e+02,1.21417484e+02,1
2.24909569e+02,1.15806830e+02,1
-2.76111458e+02,1.23333102e+02,0
-2.66622931e+02,1.25447260e+02,0
-2.69082013e+02,1.26215183e+02,0
2.47613392e+02,1.19027825e+02,1
1.69904382e+02,1.08249353e+02,1
2.44001798e+02,1.15154994e+02,1
-1.94380288e+02,1.06215547e+02,0
2.76935889e+02,1.22666100e+02,1
2.22315315e+02,1.15452359e+02,1
-2.06496788e+02,1.07275988e+02,0
2.57347913e+02,1.18882497e+02,1
2.43040890e+02,1.17240482e+02,1
-1.97312740e+02,1.06993055e+02,0
2.53270980e+02,1.17418908e+02,1
3.77057478e+02,1.32740889e+02,1
-2.52233236e+02,1.17474388e+02,0
-1.58493075e+02,1.00949935e+02,0
-2.55485039e+02,1.21431528e+02,0
-3.24575329e+02,1.34873719e+02,0
3.56160079e+02,1.32791100e+02,1
-2.12865788e+02,1.08954881e+02,0
-1.94101368e+02,1.03705483e+02,0
2.47021689e+02,1.19615699e+02,1
2.30662625e+02,1.15798849e+02,1
-1.30370299e+02,9.21440949e+01,0
-2.76639497e+02,1.24879710e+02,0
1.42627196e+02,1.04073660e+02,1
-2.58415714e+02,1.19561006e+02,0
-2.64727791e+02,1.25179408e+02,0
-2.70413652e+02,1.23325467e+02,0
2.52930213e+02,1.19974425e+02,1
-2.15664265e+02,1.05715535e+02,0
-2.82247297e+02,1.25677591e+02,0
2.44310596e+02,1.19381994e+02,1
-2.05337147e+02,1.06992842e+02,0
1.91221192e+02,1.13604623e+02,1
-2.29124479e+02,1.16016602e+02,0
2.62995894e+02,1.21524779e+02,1
-2.86688191e+02,1.27337408e+02,0
-2.75415613e+02,1.21236871e+02,0
-3.03301110e+02,1.30907001e+02,0
1.87367711e+02,1.10750975e+02,1
2.47898065e+02,1.16261210e+02,1
-2.13288508e+02,1.12502774e+02,0
-2.77193590e+02,1.23774003e+02,0
-2.84275856e+02,1.28333177e+02,0
1.66301162e+02,1.08305281e+02,1
-2.39128174e+02,1.14586376e+02,0
-2.72264376e+02,1.25129406e+02,0
2.19662214e+02,1.14731221e+02,1
2.81332011e+02,1.23501164e+02,1
2.15485665e+02,1.14499652e+02,1
2.62209171e+02,1.22840183e+02,1
-2.61140679e+02,1.21483011e+02,0
-2.87678992e+02,1.27696437e+02,0
-2.17153442e+02,1.11714084e+02,0
-3.06458552e+02,1.33330076e+02,0
-2.76656395e+02,1.26856415e+02,0
-1.68297745e+02,1.00058762e+02,0
1.25124780e+02,1.02121446e+02,1
-2.27012708e+02,1.11120393e+02,0
2.72323131e+02,1.22319134e+02,1
2.32689604e+02,1.16044057e+02,1
-2.21902374e+02,1.07487237e+02,0
-2.06015102e+02,1.06811982e+02,0
-2.47365577e+02,1.15838283e+02,0
-2.55571412e+02,1.24053037e+02,0
2.17064329e+02,1.15561192e+02,1
-2.03983866e+02,1.08572304e+02,0
-2.41338452e+02,1.16653832e+02,0
2.38287361e+02,1.19304231e+02,1
3.08223114e+02,1.25875712e+02,1
3.26727824e+02,1.30689483e+02,1
-2.68038285e+02,1.22511382e+02,0
3.99198809e+02,1.38913193e+02,1
-2.86516619e+02,1.26742117e+02,0
-2.24893509e+02,1.11439160e+02,0
2.70764803e+02,1.23232162e+02,1
2.15820787e+02,1.14364863e+02,1
-2.21374112e+02,1.14206897e+02,0
-2.42778244e+02,1.18320947e+02,0
-2.83587835e+02,1.22753445e+02,0
1.80089901e+02,1.09684901e+02,1
3.62060292e+02,1.34303000e+02,1
1.14646492e+02,1.00969199e+02,1
2.93813260e+02,1.23037599e+02,1
-2.88171851e+02,1.30017102e+02,0
-2.52095572e+02,1.20888274e+02,0
2.62635321e+02,1.21866038e+02,1
2.59551469e+02,1.18382521e+02,1
2.67467703e+02,1.20601226e+02,1
-2.54076590e+02,1.19774239e+02,0
-2.48521322e+02,1.14669367e+02,0
2.59981728e+02,1.21624734e+02,1
-2.72149228e+02,1.21612303e+02,0
3.19432140e+02,1.28020966e+02,1
4.62801998e+02,1.46009691e+02,1
3.12631086e+02,1.26094618e+02,1
-2.14843366e+02,1.08760679e+02,0
-2.66551508e+02,1.22833192e+02,0
-1.89574186e+02,1.09934389e+02,0
3.45977488e+02,1.31067770e+02,1
-1.87856516e+02,1.08566658e+02,0
-2.10013984e+02,1.10088665e+02,0
2.24288799e+02,1.16807405e+02,1
-2.25898667e+02,1.12330139e+02,0
2.38886914e+02,1.15388654e+02,1
2.36271078e+02,1.17611155e+02,1
3.33923870e+02,1.28601482e+02,1
-2.83020362e+02,1.24195403e+02,0
1.71871797e+02,1.09521958e+02,1
-2.55979059e+02,1.19811187e+02,0
1.93257513e+02,1.10065837e+02,1
-2.57436923e+02,1.22655788e+02,0
1.88420739e+02,1.08673951e+02,1
1.77047988e+02,1.09754390e+02,1
-1.25193202e+02,8.91952733e+01,0
-2.63844711e+02,1.22781200e+02,0
-2.33669409e+02,1.18758756e+02,0
-2.71071757e+02,1.26016975e+02,0
-2.55141551e+02,1.16906531e+02,0
-2.35618860e+02,1.19229973e+02,0
-2.71650936e+02,1.20972480e+02,0
2.92414948e+02,1.21164702e+02,1
-2.36816118e+02,1.16958321e+02,0
-2.29407327e+02,1.11315418e+02,0
2.51825386e+02,1.18536891e+02,1
-2.89665500e+02,1.28034924e+02,0
3.16402822e+02,1.28351044e+02,1
-2.26138992e+02,1.15798707e+02,0
-2.45565592e+02,1.15540232e+02,0
2.76871109e+02,1.22310862e+02,1
-2.99727579e+02,1.28408163e+02,0
-2.94568259e+02,1.26301251e+02,0
-2.00883643e+02,1.07046606e+02,0
2.05232145e+02,1.13961751e+02,1
-2.19881030e+02,1.15215237e+02,0
-2.77609068e+02,1.19996038e+02,0
-2.42848243e+02,1.16220849e+02,0
-2.48963278e+02,1.20651760e+02,0
-2.72872102e+02,1.19938014e+02,0
-2.45904765e+02,1.17799966e+02,0
-2.54519751e+02,1.20442768e+02,0
2.20306120e+02,1.13287768e+02,1
2.90459699e+02,1.24618407e+02,1
2.64138783e+02,1.19673996e+02,1
-3.11078578e+02,1.33602685e+02,0
3.02424240e+02,1.24644143e+02,1
2.82023365e+02,1.23736934e+02,1
2.18089945e+02,1.11544554e+02,1
1.62229620e+02,1.05536768e+02,1
-1.70142214e+02,9.63447660e+01,0
1.58982552e+02,1.06375658e+02,1
2.53806319e+02,1.17897524e+02,1
-2.15029598e+02,1.10439772e+02,0
-1.82410470e+02,1.04465008e+02,0
-3.44271584e+02,1.39956757e+02,0
-1.99458511e+02,1.09917593e+02,0
2.32956791e+02,1.16415042e+02,1
-1.86010139e+02,1.06745058e+02,0
2.49914933e+02,1.17441704e+02,1
2.36512222e+02,1.16432234e+02,1
2.49235763e+02,1.18513664e+02,1
-3.51791542e+02,1.39128436e+02,0
-2.09837347e+02,1.12924386e+02,0
3.39129354e+02,1.30397166e+02,1
-1.95845082e+02,1.10930641e+02,0
2.20547534e+02,1.15272512e+02,1
-2.65821172e+02,1.19720080e+02,0
3.31275201e+02,1.30568116e+02,1
-2.62562862e+02,1.21183955e+02,0
-2.51940662e+02,1.21166057e+02,0
-2.97229967e+02,1.28727421e+02,0
1.67512217e+02,1.07691402e+02,1
2.74640315e+02,1.22174580e+02,1
1.87081864e+02,1.12145314e+02,1
-3.07078033e+02,1.30838960e+02,0
3.22259834e+02,1.28984661e+02,1
-2.42842579e+02,1.15982409e+02,0
2.37270074e+02,1.16855802e+02,1
-2.43610188e+02,1.19006436e+02,0
-2.10639710e+02,1.10144297e+02,0
-2.90139089e+02,1.28190036e+02,0
2.59428602e+02,1.20229232e+02,1
-2.15795351e+02,1.09189540e+02,0
1.79517331e+02,1.06880628e+02,1
3.16727201e+02,1.27791659e+02,1
-2.40290365e+02,1.16860649e+02,0
-2.18828471e+02,1.11959847e+02,0
-2.33126585e+02,1.14448902e+02,0
-2.23759946e+02,1.14668476e+02,0
-2.43461311e+02,1.20808288e+02,0
-1.67247441e+02,1.00184705e+02,0
-2.39764034e+02,1.16173271e+02,0
1.75707831e+02,1.08646347e+02,1
2.84334818e+02,1.23136914e+02,1
-3.54811884e+02,1.41382143e+02,0
-2.40331199e+02,1.12715767e+02,0
2.92377293e+02,1.23531238e+02,1
2.67177026e+02,1.18831406e+02,1
-2.33776100e+02,1.14792192e+02,0
3.02856183e+02,1.25345235e+02,1
3.19333127e+02,1.26297622e+02,1
1.69124646e+02,1.05972184e+02,1
2.01695173e+02,1.12617908e+02,1
-2.95162171e+02,1.27657099e+02,0
2.53688885e+02,1.17985438e+02,1
-2.24869929e+02,1.14059214e+02,0
-2.69723787e+02,1.20995738e+02,0
1.31833204e+02,1.03176004e+02,1
-2.02705257e+02,1.07604028e+02,0
2.00099053e+02,1.11778841e+02,1
-2.96523992e+02,1.28185259e+02,0
-2.33778583e+02,1.15524058e+02,0
2.60001532e+02,1.20212244e+02,1
-2.26648588e+02,1.11084843e+02,0
2.03687299e+02,1.13808599e+02,1
2.53999863e+02,1.20365697e+02,1
1.94008445e+02,1.11215316e+02,1
3.16241632e+02,1.28123820e+02,1
-2.50347737e+02,1.17592462e+02,0
-2.14679114e+02,1.10350544e+02,0
-1.34129122e+02,9.44836455e+01,0
1.57499490e+02,1.09097014e+02,1
-2.96321257e+02,1.30466066e+02,0
-2.28119692e+02,1.14974386e+02,0
1.71260187e+02,1.08592129e+02,1
2.66691399e+02,1.21455992e+02,1
3.89646454e+02,1.37166519e+02,1
-1.29063978e+02,9.18204030e+01,0
2.27265701e+02,1.14853049e+02,1
-3.13029985e+02,1.30273676e+02,0
-2.95400989e+02,1.28656449e+02,0
-2.13739934e+02,1.08463448e+02,0
-2.87283611e+02,1.27105503e+02,0
2.30735774e+02,1.15217156e+02,1
1.64557114e+02,1.08091359e+02,1
-2.36570361e+02,1.13554609e+02,0
-1.75906276e+02,9.94238413e+01,0
2.58728546e+02,1.20660075e+02,1
1.88127481e+02,1.12705634e+02,1
-1.72323072e+02,1.00460048e+02,0
3.65119878e+02,1.34939535e+02,1
-1.76060564e+02,1.04244943e+02,0
3.36212061e+02,1.30296105e+02,1
-2.52197343e+02,1.21483089e+02,0
-2.17974968e+02,1.09045527e+02,0
-2.39988069e+02,1.20240066e+02,0
2.34258288e+02,1.15438295e+02,1
-2.95467819e+02,1.28788160e+02,0
2.39051009e+02,1.14175264e+02,1
2.23501079e+02,1.14949733e+02,1
2.18513776e+02,1.14064869e+02,1
2.11969943e+02,1.14356259e+02,1
-2.42619234e+02,1.14819033e+02,0
1.95843095e+02,1.10530860e+02,1
2.31130721e+02,1.17035472e+02,1
2.81293254e+02,1.22166856e+02,1
2.24092203e+02,1.15880776e+02,1
-2.24097217e+02,1.14957513e+02,0
1.71988837e+02,1.07617447e+02,1
-2.92690264e+02,1.27475353e+02,0
3.03120729e+02,1.25453123e+02,1
3.95873616e+02,1.36908638e+02,1
-2.70608653e+02,1.22521074e+02,0
-2.46448406e+02,1.18636332e+02,0
-2.09352407e+02,1.09231795e+02,0
3.23697150e+02,1.30557123e+02,1
2.13745716e+02,1.13545159e+02,1
2.35971025e+02,1.16299899e+02,1
-1.96476872e+02,1.06219908e+02,0
-2.11041179e+02,1.11614202e+02,0
-2.17665732e+02,1.09638676e+02,0
3.22768967e+02,1.28475600e+02,1
-2.44793242e+02,1.17408210e+02,0
1.91603840e+02,1.09190086e+02,1
-3.04618886e+02,1.27305624e+02,0
2.60467304e+02,1.20290017e+02,1
